text,label
"@RicaBaylon ""The ability to simplify means to eliminate the unnecessary so that the necessary may speak."" - Hans Hofmann",bot
"Check Out this Introduction to Dallas, Texas  http://t.co/Gsl0o7NaIJ",bot
@RunningRegan Nice!!,bot
Twerk fest at the aloha dance this Friday,human
"""Don't re-open old wounds in order to examine their origins. Leave them healed."" - Richard Bandler",bot
Where are all these National voters hiding? Is it like a secret society that no one admits to in general conversation? #decision14,human
When you're tired but still tryna hit it http://t.co/1hfSSowd5d,human
"""What is Castle about?"" http://t.co/ZPZhDAAE5p",human
I thought tupac was suppose to return from Cuba this year,human
Replay this song forever,bot
Stop running to those who ignore you and start running to those who adore you.,human
Ã¢â‚¬Å“@nfldraftscout: Add the Cowboys to the list of teams Ronald Darby will visit.Ã¢â‚¬Â CB Florida State.,human
meanwhile on BB Canada 3 (and it didn't even make the show.. yet?) http://t.co/5Tdr2fMBbz,human
GC Manager of Analytics and Data Science: POSITION PURPOSE Want to be a key member of the centralized analytics team within The Home Depotâ€™s hub of innovation and one of the fastest growing segments of .com? Global Custom Commerce is looking for its nextâ€¦ https://t.co/oGxKLKZcaV https://t.co/omKBMvdWz1,bot
"@DocWallaceMusic ""Never grow a wishbone where your backbone ought to be."" - Dorothy Parker",bot
@carlacb19 hey,bot
One who never places a weight will drag them by the NSA - the most powerful surveillance organization in the history of the world?,bot
CONFIRMED! The Vatican says Pope Francis will visit Cuba before arriving in the United States in September. http://t.co/P2KsLlVzRI,human
Rice University Says Middle-Class And Low-Income Students Won't Have To Pay Tuition https://t.co/zdvQjMQNmr,bot
"..... into the depths of my facebook about four years ago, here i am talking about the same damn song i just listened to a few mins ago.",bot
"@NichiBeatz ""I'd rather be a failure at something I love than a success at something I hate."" - George F. Burns",bot
Ã¢â‚¬Å“We live in the flicker -- may it last as long as the old earth keeps rolling! But darkness was here yesterday.Ã¢â‚¬Â --Joseph Conrad,human
Can't lie every time I play this shit I think I'm in the vid,human
RT @MTA: Congrats to all of today's participants in the @nycmarathon. Looking good against the beautiful backdrop. http://t.co/qoX2ra37Ge,bot
"@AmazzingFaith New FX forecast at http://bit.ly/9cSNrV , http://bit.ly/acdGcq Please follow me.",bot
"Sarah said she'd just like a normal day to relax and talk about normal stuff.. this isn't the place for that, as we know #bbcan3",human
ciderseawater braised duck is braising with prunes and armanac right now,bot
lmao my dad just said Alexis is lazier than a 45 year old hound dog,human
"I feel like I'm on Spring Break or something, haven't been to school in a while",human
"@Century_Live ""Example is not the main thing in influencing others, it is the only thing."" - Albert Schweitzer",bot
"New Pop Vinyl figurines. Would stand them up but Nebula's feet is smaller, so I can't stand her up with boggle head. http://t.co/HA85h7zgb6",human
"@ShapeShiftyPkmn ""Yeeees?""",bot
My little freshie is look on' hawt for hoco tonight,human
"@DenasRussia New FX forecast at http://bit.ly/9cSNrV , http://bit.ly/acdGcq Please follow me and I'll follow you",bot
Check out these awesome baseball t-shirts &amp; gear - get something for the baseball lovers in your life!   http://t.co/cozu26rBHv,bot
@HermosaAlma Pls follow me,bot
Bye Fuji-San! On my way back to Sendai! Had lovely days in Shizuoka *^* thanks to @259Paradox !! http://t.co/VvvdFcIYqE,human
RT @EarthPix: Just before a shark breaks the surface tension of the water http://t.co/xS2SyvtsMg,bot
"It's still amazing that the Tigers got Price for Austin Jackson, Drew Smyly, and Adames. Workhorse ace for a #3 starter price.",human
Damn my Spicy BBQ Chicken cleared up mu nostrils lol,bot
The only company that makes printers.,bot
@ErxhersBullari great!,bot
@jimoo wow,bot
"@BlondePornz ""Light tomorrow with today."" - Elizabeth Barrett Browning",bot
Hey @TheFilharmonic those dance moves on point tho https://t.co/u24PaBuY2d,human
"@AccesoriosVHICS ""When I let go of what I am, I become what I might be."" - Lao-tzu",bot
"""Nothing great in the world has ever been accomplished without passion."" - Georg Wilhelm Friedrich Hegel",bot
@JustObeyNas NICE,bot
"I hate when I screw up a paste command, because then it just looks like I'm signing off ""-V"" like an asshole.",human
"@GUCCIGOLDFISH ""Every day brings a chance for you to draw in a breath, kick off your shoes, and dance."" - Oprah Winfrey",bot
*takes pants off by pulling them over head*,human
millersville friday should be a wonderful time,human
@justinyaatmtm awsome,bot
Sometimes I miss my old hairstyle http://t.co/u1SCeysk0s,human
stop looking for happiness in the same place you have lost it,human
Luci from the Wicked and the Divine #cosplay by @Lucy_Saxon photo by me cc/ @kierongillen @McKelvie http://t.co/l62imJ2I2g,human
my sister had a $100 bill on her dresser so I hid it to teach her a lesson to put her money away,human
"Okay no. If a guy is gonna cheat on you the LIE about it, idc. No excuses. Leave.",human
i'm losing brain cells https://t.co/kln0VAODcO,human
She looked right to the camera lmao cutie pie http://t.co/QsxHF7O83S,human
Love this blue jacket http://t.co/eCW9oTmsnv,human
"Godfrey to Kevin: ""these guys were telling me from day 1 to like backdoor you, yo"" #bbcan3",human
This Death To 2014 playlist,human
I use tortuous language as a game; you think the warehouse people keep talking about,bot
Just stay in your lane and don't try to take what's mine,human
"@Judith7m ""If you are not willing to risk the unusual, you will have to settle for the ordinary."" - Jim Rohn",bot
old LEGOs are like black &amp; white comics. less information density makes more room for free play imaginative play.#getoffmylawn,human
Big Sean right now http://t.co/Z3Wl3QS5u3,human
@staffs_media awsome,bot
Apple crosses $600!!,human
i looked decent today http://t.co/64Y55mwKL1,human
"@OnionFairyGirl ""Yeah! Believe it or not.. I did the same thing to Lucy..""",bot
School isn't even about learning anymore. It's about just getting work done.,human
"More Than 2.2 Million Records Released:  	In September 2009, the President announced thatâ€”for the first time in ... http://t.co/DpNMWfSn",bot
MILK!!! EGGS!!! BREAD!!!MILK!!! EGGS!!! BREAD!!!MILK!!! EGGS!!! BREAD!!!MILK!!! EGGS!!! BREAD!!!#OKWX #fb,human
"@garyeOK yuck. You know you are the best there is, right?",human
"@Made_Justintime ""People demand freedom of speech to make up for the freedom of thought which they avoid."" - Soren Kierkegaard",bot
"@Enide_Ghost ""Y-Yeah.. Sorry about that.."" He looked down, feeling a bit bad about not spending much time with her.",bot
I'm starting to think some of these AC/DC lyrics might be euphemisms.,human
STARS,human
SWIMMERS AND DIVERS: do not share towels!! wash your hands!! i have pinkeye &amp; want to make sure everyone is healthy for sections/conference!,human
Here is @JC1053 and @MikeBacsik in the middle of the #NS9 http://t.co/uqR0l7M2cc,human
"I'm kind of glad U2 didn't win because if they had, their acceptance speech would have automatically downloaded to your iPod #GRAMMYs",human
"Need a gig? Deliver with Uber Eats!: Delivering with Uber is an easy way to earn money in your spare time. You sign up, deliver whenever it works for you, and get paid every week. Why deliver with Uber? * Flexibility: With Uber, youâ€™re the bossâ€”youâ€¦ https://t.co/ltU90II2X9 https://t.co/WJshjoSkfa",bot
Cooking - A Simple Way To Bond With Kids  http://t.co/uOfSTuwf41,bot
"@nativearts7000 ""Yesterday is but today's memory, tomorrow is today's dream."" - Kahlil Gibran",bot
lawyerly melon gigantic faded purple transuranic maroon https://t.co/slDDgZuspy,bot
"Happy Birthday TJ! I love you so much, hope you had a great dayÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¢ÂÂ¤Ã¯Â¸Â http://t.co/qbT9ARv8vf",human
"Auckland: Come Cause Your Cousin Lives There, Stay Cause The Airport Shuttle's Stuck In Traffic #AucklandSlogans",human
"With the amount of cuddling I give this new #TempurPedic pillow, I should probably give it a name. Or at least take it out on a date first.",human
@_Solo__1 NICE!,bot
@PsycheDALIAc @TheCheif_ http://t.co/2AVltLBdEx,human
"list of games i've made every song dragula in: thps2, quake, mvc2, dmc3, wipeout hd.",human
Amazon Plants Fake Packages In Delivery Trucks As Part of Undercover Ploy To 'Trap' Drivers Stealing https://t.co/nolJBwLWL6,bot
@silhouette123 niccceeeee,bot
RT @BleacherReport: Nike unveils @KingJamesÃ¢â‚¬â„¢ newest shoe Ã¢â‚¬â€ the #LEBRON12 http://t.co/QiUp9F9zxk http://t.co/0MzJDKJeuI,bot
"@RSAAsports ""Great effort springs naturally from a great attitude."" - Pat Riley",bot
@Hydr0xLord very cool,bot
via @huffingtonpost: Economy Recovers Under Obama http://huff.to/9BJ8uu,bot
Wtf is wrong with happy tree friends,human
I won't let down by my government as much as an intrinsic human right.,bot
joe and mccormick have the same humor and it's genuinely terrifying,human
"I dig science fiction, though it was never really my thing. - Yancy Butler",bot
"@AON_Young_Rocca ""Time flows away like the water in the river."" - Confucius",bot
"""Men easily believe what they want to."" - Latin Proverb",bot
"@FXHandler  New FX forecast at http://bit.ly/9cSNrV , http://bit.ly/acdGcq Please follow me",bot
Belief Quotes https://t.co/ZUAN4DPGCz,bot
I JUST WANNA SKIP WORK TOMORROW AND GET DRUNK ALL DAY,human
"Sindy was revived, and Zach won the veto #bbcan3",human
"@McVilla_apps ""The ability to simplify means to eliminate the unnecessary so that the necessary may speak."" - Hans Hofmann",bot
"@Macys ""You are unrepeatable. There is a magic about you that is all your own..."" - D.M. Dellinger",bot
"@Mark_Friston ""Ask not what your country can do for you - ask what you can do for your country."" - John F. Kennedy",bot
Ã¢â‚¬Å“@jbeansy217: @BryanBroaddus your thoughts on keeping Free instead of Parnell?Ã¢â‚¬Â Totally the right move.,human
@PrediksiC very cool,bot
Read the History of the Lettermen  http://t.co/DfxFwdreeQ,bot
Infrastructure Automation Engineers: Candidate will work with a team of engineers that are responsible for automating elements of the application support lifecycle of enterprise applications in a telecommunications company. This includes activitiesâ€¦ https://t.co/6sa29BOcBr https://t.co/lFoidBuA8v,bot
"Taylor Negron was doing a set when I walked into my first alt comedy show, ever saw UnCabaret Highways Performance Space 1992. Immediate &lt;3",human
RT @FOX8NOLA: A pastor admitted to his congregation that he has AIDS and has slept with church members.http://t.co/wSsbAsq9C6 http://t.co/Ã¢â‚¬Â¦,bot
"random from earlier because it's cute - Sarah+Ketchup shoes.. see you for veto meeting (Brittnee renom, last I heard) http://t.co/Swq5Dj2E7B",human
TF IS THIS http://t.co/NvWN8E0K6r,human
"""Only the wisest and stupidest of men never change."" - Confucius",bot
masked Ashleigh #bbcan3 http://t.co/ZAlhjOCEyJ,human
Ã¢â‚¬Å“@GatorDwqam: @BryanBroaddus draft is where it's at. Free agency is fools gold.Ã¢â‚¬Â Other than signing your own but Stephen Jones agrees.,human
@ArianaBrightly wanna do me a favor?,bot
So Ellsbury isn't the best Yankee regular. #Gardner #Jet,human
"David Beck - Red, White, and Beef http://t.co/Dv4y1bUjUn",bot
Having fun with our buddy @Dutch_Oven45 right now @kandc1053 #Masterpieced http://t.co/sFdSTlg572,human
why .... why can't i see rts and favs .......... why ....................... why,human
@MissionBJP4UP Proud of Varanasi MP &amp; Our PM !! @narendramodi @thekinshu @buzzindelhi,human
The conjuring never fails to scare the shit out of me,human
"DevOps Engineer: Title:                      DevOps Engineer Category:             Exempt Department:       User &amp; Systems Support Benefits:               22 Days Annual Leave, 15 Days of Sick Leave, 3 Days Personal Leave, 15 Paid Holidays Tuitionâ€¦ https://t.co/uWfyLqhw6K https://t.co/e2fudzEdP0",bot
"West Wing Week: 06/08/2012 or ""Roll Up Our Sleeves and Never Quit"":  	This week, the President traveled to Honey... http://t.co/9294MHgw",bot
I'm such a thing as too drunk for this lockscreen,bot
"""breath smell like booty and old asss hot dog water"" lmfao",bot
Eric saved me the last fruit snack and I don't think I've ever liked someone so much,human
Reading about the whole universe and spacetime made that chemistry test feel really unimportant,human
Nick Franklin and Drew Smyly for David Price?,human
I wish my ex and I could get along and have a good friendship for the sake of our mutual friends too,human
